age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary,CLIENT_ID
53, Private,479621, Assoc-voc,11.0, Divorced, Tech-support, Not-in-family, Black, Male,0,0,40, United-States,0,5544
70, ?,26990, HS-grad,9.0, Married-civ-spouse, ?, Husband, White, Male,0,0,60, United-States,0,9609
47, Private,151584, HS-grad,9.0, Divorced, Sales, Own-child, White, Male,0,1876,40, United-States,0,31442
66, Private,127139, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1,31621
41, Self-emp-not-inc,141327, Masters,14.0, Divorced, Prof-specialty, Unmarried, White, Female,0,0,35, United-States,0,25663
20, Private,172232, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Male,0,0,48, United-States,0,18286
40, Self-emp-not-inc,48859, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,32, United-States,0,32275
27, Private,108431, Some-college,10.0, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States,0,27057
47, Private,85129, HS-grad,9.0, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States,0,22472
55, Private,117299, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,40, United-States,1,19640
18, Private,311795, 12th,8.0, Never-married, Sales, Own-child, Black, Female,0,0,20, United-States,0,30423
47, Private,125892, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,75, United-States,1,15808
24, Private,50341, Bachelors,13.0, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0,31893
25, Private,108301, HS-grad,9.0, Separated, Other-service, Unmarried, White, Female,0,0,20, United-States,0,11750
20, ?,216563, 11th,, Never-married,, Other-relative, White, Male,0,0,40, United-States,0,199
19, Private,263338, HS-grad,9.0, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States,0,41
18, Private,187770, HS-grad,9.0, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States,0,29170
46, Self-emp-inc,198660, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,99999,0,72, United-States,1,2236
26, Self-emp-not-inc,86646, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,0,6002
45, Private,260490, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,1,16172
41, Private,279297, HS-grad,9.0, Never-married, Sales, Not-in-family, Black, Female,0,0,60, United-States,0,10236
32, Local-gov,209900, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, United-States,1,9659
36, Local-gov,113337, Some-college,10.0, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,42, United-States,1,1690
31, Private,291702, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,5728
35, Self-emp-not-inc,462890, 10th,6.0, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,50, United-States,0,7397
26, Private,210812, Some-college,10.0, Divorced, Craft-repair, Not-in-family, White, Male,0,0,43, United-States,0,17640
53, Private,278114, 7th-8th,4.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1,2341
43, Private,191765, HS-grad,9.0, Divorced, Tech-support, Unmarried, Black, Female,0,0,35, United-States,0,6125
51, State-gov,454063, Doctorate,16.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States,1,14672
29, Private,253801, HS-grad,9.0, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States,0,30681
38, Private,91857, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,41, United-States,0,19725
39, State-gov,172700, HS-grad,9.0, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States,0,20530
28, Private,419146, 7th-8th,4.0, Separated, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Mexico,0,11934
38, Private,189916, Some-college,10.0, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States,0,19816
22, Private,113936, HS-grad,9.0, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,0,2051
42, Private,33002, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States,0,29463
17, ?,303317, 11th,, Never-married, ?, Own-child, White, Male,0,0,40, United-States,0,249
28, Self-emp-inc,153291, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States,0,8637
73, Private,148003, Some-college,10.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,20051,0,36, United-States,1,31518
50, Private,65408, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,1,10297
25, Local-gov,222800, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,0,26650
35, Private,193106, HS-grad,9.0, Separated, Adm-clerical, Unmarried, White, Female,0,0,32, United-States,0,18223
54, Private,171924, Bachelors,13.0, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,48, United-States,0,21805
28, Private,62535, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,43, United-States,0,19912
24, Local-gov,195808, HS-grad,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States,0,32192
23, Private,32732, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,15, United-States,0,31790
25, Self-emp-not-inc,108001, 9th,5.0, Never-married, Craft-repair, Not-in-family, White, Male,0,0,15, United-States,0,21687
39, Self-emp-not-inc,251710, 10th,6.0, Married-spouse-absent, Other-service, Not-in-family, White, Female,0,1721,15, United-States,0,9854
31, Private,323069, HS-grad,9.0, Separated, Adm-clerical, Unmarried, White, Female,0,0,20, ?,0,8320
30, Private,198183, Assoc-voc,, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0,478
73, Private,139978, 11th,7.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0,29107
58, Local-gov,217775, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States,1,30579
31, Private,651396, HS-grad,9.0, Never-married, Sales, Own-child, White, Female,0,1594,30, United-States,0,1999
19, ?,184308, Some-college,10.0, Married-civ-spouse, ?, Wife, White, Female,0,0,30, United-States,0,27441
25, Local-gov,176162, Assoc-voc,11.0, Never-married, Protective-serv, Own-child, White, Male,0,0,30, United-States,0,28602
32, Private,53373, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,36, United-States,0,8049
35, Private,340110, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1848,70, United-States,1,1267
43, Private,252519, Bachelors,13.0, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, Haiti,1,25301
35, Self-emp-not-inc,114366, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0,25555
32, Private,270335, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Other-relative, White, Male,0,0,40, Philippines,1,20853
48, Private,316101, HS-grad,9.0, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,0,20829
32, Private,281030, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0,8085
38, Private,226106, Some-college,10.0, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,0,20790
23, Private,322674, Some-college,10.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,0,7406
20, Private,249956, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States,0,11119
33, State-gov,200289, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,19, India,0,3422
62, Private,138157, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,12, United-States,0,4939
73, Private,173047, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,15, United-States,0,18185
38, Self-emp-inc,125324, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, United-States,1,10690
42, Self-emp-not-inc,326083, Assoc-voc,11.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0,5257
20, ?,124954, Some-college,10.0, Never-married, ?, Own-child, White, Male,0,0,30, United-States,0,25669
28, Private,148429, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,2885,0,40, United-States,0,19574
32, Private,188246, HS-grad,9.0, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States,0,12305
27, Private,191822, HS-grad,9.0, Married-civ-spouse, Sales, Wife, White, Female,0,0,50, United-States,0,28801
56, Self-emp-inc,70720, Masters,14.0, Divorced, Exec-managerial, Not-in-family, White, Male,27828,0,60, United-States,1,22497
41, Private,225193, HS-grad,, Married-civ-spouse,, Husband, White, Male,0,0,40, United-States,0,961
19, Private,247679, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States,0,30850
63, Private,206052, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,7692
59, Private,97168, 10th,, Married-civ-spouse,, Husband, White, Male,0,0,40, United-States,1,559
47, Private,72880, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0,29035
19, Private,127709, HS-grad,9.0, Never-married, Farming-fishing, Own-child, Black, Male,0,0,30, United-States,0,2044
17, Private,142912, 10th,6.0, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States,0,13969
27, Self-emp-not-inc,107846, HS-grad,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0,0,30, United-States,0,24783
32, State-gov,182556, Bachelors,13.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1887,45, United-States,1,3579
54, Self-emp-inc,99185, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, ?,1,6295
47, Self-emp-inc,109832, HS-grad,9.0, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States,0,19287
58, Private,100313, Some-college,10.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1902,40, United-States,1,28309
55, Private,197399, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,55, United-States,1,9357
50, Private,228057, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0,25417
28, Private,167336, Some-college,10.0, Never-married, Exec-managerial, Not-in-family, White, Female,10520,0,40, United-States,1,4905
81, ?,89391, Prof-school,15.0, Married-civ-spouse, ?, Husband, White, Male,0,0,24, United-States,1,8449
19, Private,25429, Some-college,10.0, Never-married, Adm-clerical, Own-child, White, Female,0,0,16, United-States,0,7284
19, Private,389143, Some-college,10.0, Never-married, Sales, Own-child, White, Male,0,0,40, United-States,0,28379
18, Private,226956, HS-grad,9.0, Never-married, Other-service, Own-child, White, Female,0,0,30, ?,0,24020
55, Private,102058, 10th,6.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,0,14557
49, Local-gov,194895, Some-college,10.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,7298,0,40, United-States,1,4574
26, Self-emp-not-inc,93806, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States,0,19190
42, Private,54611, Some-college,10.0, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States,0,17158
34, Private,105493, Masters,14.0, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States,0,18296
44, Private,296728, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1,13765
68, Self-emp-inc,140852, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0,29901
50, Self-emp-not-inc,213654, HS-grad,9.0, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States,0,21807
58, Self-emp-not-inc,95763, Some-college,10.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States,0,7532
25, Private,66935, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, United-States,0,14150
43, Private,233130, HS-grad,9.0, Divorced, Sales, Not-in-family, White, Male,0,0,20, United-States,0,10249
28, Self-emp-not-inc,200515, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,29207
40, Private,230961, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0,1059
45, Self-emp-not-inc,162923, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States,0,6990
28, Private,65078, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1,28679
36, Private,188834, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,18541
58, Private,49893, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,0,22601
40, Private,192381, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,1,25514
46, Private,102569, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,65, United-States,1,26603
41, Self-emp-not-inc,227065, Some-college,10.0, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0,29766
33, Private,79923, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States,0,3462
34, Private,27153, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0,22608
48, Private,40666, 11th,7.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States,0,4692
62, Without-pay,159908, Some-college,10.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,16, United-States,0,23087
40, Federal-gov,280167, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1,2834
19, Private,316868, Some-college,10.0, Never-married, Other-service, Own-child, White, Male,0,0,30, Mexico,0,13343
31, Private,111567, Bachelors,13.0, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,1,27822
65, ?,79272, Some-college,10.0, Widowed, ?, Not-in-family, Asian-Pac-Islander, Female,0,0,6, United-States,0,9341
32, Private,216145, Some-college,10.0, Never-married, Craft-repair, Not-in-family, White, Male,4650,0,45, United-States,0,1980
45, ?,51164, Some-college,10.0, Married-civ-spouse, ?, Wife, Black, Female,0,0,40, United-States,0,25981
38, Private,150057, Some-college,10.0, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States,0,4050
31, Private,403468, Some-college,10.0, Separated, Other-service, Unmarried, White, Female,0,0,50, Mexico,0,107
53, Private,196278, Some-college,10.0, Widowed, Sales, Not-in-family, White, Female,0,0,40, United-States,0,9533
20, Private,34310, Some-college,10.0, Never-married, Sales, Own-child, White, Male,0,0,20, United-States,0,29402
18, ?,346382, 11th,7.0, Never-married, ?, Own-child, White, Male,0,0,15, United-States,0,11853
19, ?,291509, 12th,8.0, Never-married, ?, Own-child, White, Male,0,0,28, United-States,0,5207
17, Private,225211, 9th,5.0, Never-married, Other-service, Own-child, Black, Male,0,0,35, United-States,0,22187
23, Private,386019, 9th,5.0, Never-married, Farming-fishing, Unmarried, White, Male,0,0,70, United-States,0,15394
44, Private,100584, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States,0,24280
69, Private,209236, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,36, United-States,0,25274
68, Private,124686, 7th-8th,4.0, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,10, United-States,0,2973
31, Private,196025, Doctorate,16.0, Married-spouse-absent, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,60, China,0,31722
22, Private,162343, Some-college,10.0, Never-married, Adm-clerical, Other-relative, Black, Male,0,0,22, United-States,0,4140
47, Private,34248, Assoc-voc,11.0, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,1,19523
27, Private,183511, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,0,6232
30, Private,155781, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, United-States,0,1234
57, Private,31532, Bachelors,13.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0,31322
